Subject;Subject Desc;Course Number;Title;Academic Period;Academic Period Desc;Section;CRN;Instructor;A;A-;A+;AU;B;B-;B+;C;C-;C+;D;D-;D+;E;F;I;N;P;PI;S;SI;U;W;
;;10600;Design II;202610;Fall 2025;002;13613;Kim-Narita, Claire A.;15.8%;42.1%;;;5.3%;10.5%;5.3%;10.5%;;5.3%;;;;;5.3%;;;;;;;;;
;;11300;Basic Drawing;202610;Fall 2025;001;14629;Choi, Jong-un;31.3%;12.5%;37.5%;;;6.3%;;;;;;;;;6.3%;;;;;;;;6.3%;
;;;;;;002;14641;Jung, Hoijin;25.0%;18.8%;;;18.8%;;31.3%;;;;;6.3%;;;;;;;;;;;;
;;;;;;003;14626;Choi, Jong-un;20.0%;13.3%;53.3%;;;;13.3%;;;;;;;;;;;;;;;;;
;;;;;;004;14653;Peterson, Jessica M.;23.5%;29.4%;35.3%;;;;5.9%;;;;;;;;;;;;;;;;5.9%;
;;;;;;005;51570;Munafo, Isabelle M.;23.5%;17.6%;35.3%;;5.9%;;5.9%;;;;;;;;5.9%;;;;;;;;5.9%;
;;;;;;006;10197;Jung, Hoijin;5.9%;11.8%;;;35.3%;11.8%;23.5%;;5.9%;;;;;;;;;5.9%;;;;;;
;;;;;;007;10198;Munafo, Isabelle M.;58.8%;17.6%;17.6%;;;5.9%;;;;;;;;;;;;;;;;;;
;;;;;;008;10196;Choi, Jong-un;12.5%;12.5%;56.3%;;;;6.3%;;;;;;;;6.3%;;;;;;;;6.3%;
;;;;;;009;10204;Guerin, Carolyn M.;35.3%;35.3%;11.8%;;5.9%;;5.9%;;;;;;;;5.9%;;;;;;;;;
;;;;;;010;10201;Choi, Jong-un;18.8%;;43.8%;;6.3%;;12.5%;;6.3%;;;;;;;6.3%;;;;;;;6.3%;
;;;;;;012;15744;Choi, Jong-un;30.8%;;53.8%;;;;;;;;;;;;7.7%;;;7.7%;;;;;;
;;;;;;013;27262;Jung, Hoijin;23.1%;38.5%;;;7.7%;;23.1%;;;;;;;;;;;;;;;;7.7%;
;;11400;Drawing II;202610;Fall 2025;001;10208;Choi, Jong-un;16.7%;;72.2%;;;;11.1%;;;;;;;;;;;;;;;;;
;;11700;Black And White Photography;202610;Fall 2025;002;44033;Bell, Greta M.;41.7%;25.0%;;;;;8.3%;8.3%;;;;;;;8.3%;;;;;;;;8.3%;
;;;;;;003;44032;Bell, Greta M.;76.9%;7.7%;;;;;;;;;;;;;;;;;;;;;15.4%;
;;;;;;004;18999;Wilkinson, Nathan A.;75.0%;;;;8.3%;8.3%;;8.3%;;;;;;;;;;;;;;;;
;;11900;Color Photography;202610;Fall 2025;001;11946;Craven, Eli J.;38.5%;7.7%;46.2%;;;;7.7%;;;;;;;;;;;;;;;;;
;;12500;Intro To Int Design;202610;Fall 2025;001;19223;Ebbini, Genell W.;25.9%;31.8%;;;10.6%;1.2%;15.3%;5.9%;2.4%;1.2%;;1.2%;;;3.5%;;;;;;;;1.2%;
;;13200;Intro To Museums And Archives;202610;Fall 2025;001;22411;Harmeyer, Neal A.;9.1%;9.1%;54.5%;;9.1%;;;;;;9.1%;;;;9.1%;;;;;;;;;
;;20000;Beginning Painting;202610;Fall 2025;001;10222;Stetler, Victoria K.;25.0%;8.3%;25.0%;;16.7%;;16.7%;8.3%;;;;;;;;;;;;;;;;
;;;;;;002;10221;Nielsen, Zoe N.;41.7%;33.3%;;;;;8.3%;8.3%;;;;;;;;;;;;;;;8.3%;
;;20100;Art For Elem Schl Tchr;202610;Fall 2025;001;10224;Vickers, Heather G.;93.8%;;;;;;;;;;;;;;;;;;;;;;6.3%;
;;;;;;003;10226;Vickers, Heather G.;86.7%;;;;;;;6.7%;;;;;;;6.7%;;;;;;;;;
;;;;;;005;10223;Vickers, Heather G.;78.6%;;;;21.4%;;;;;;;;;;;;;;;;;;;
;;;;;;009;17870;Vickers, Heather G.;92.9%;;;;7.1%;;;;;;;;;;;;;;;;;;;
;;;Art For Elem Schl Tchr-Honors;202610;Fall 2025;003;10226;Vickers, Heather G.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;20500;Design III;202610;Fall 2025;002;48766;Barrett, Felicia J.;7.7%;15.4%;7.7%;;7.7%;23.1%;23.1%;;;7.7%;;;;;;;;;;;;;7.7%;
;;;;;;004;16992;Barrett, Felicia J.;7.1%;28.6%;;;14.3%;14.3%;21.4%;14.3%;;;;;;;;;;;;;;;;
;;;;;;005;27265;Kim, Do Gyun;16.7%;25.0%;;;;8.3%;16.7%;25.0%;;;;;;;;;;;;;;;8.3%;
;;21300;Life Drawing I;202610;Fall 2025;003;13062;Penington, Eric A.;53.8%;30.8%;;;;7.7%;7.7%;;;;;;;;;;;;;;;;;
;;21500;Materials & Processes;202610;Fall 2025;002;14658;Marchese, David A.;33.3%;33.3%;;;16.7%;;16.7%;;;;;;;;;;;;;;;;;
;;;;;;003;14659;Marchese, David A.;28.6%;42.9%;;;7.1%;;7.1%;;;;;;;;7.1%;;;;;;;;7.1%;
;;;;;;004;20386;Marchese, David A.;14.3%;35.7%;;;28.6%;;14.3%;;;;;;;;7.1%;;;;;;;;;
;;;;;;005;29088;Cha, Andrew J.;45.5%;36.4%;;;9.1%;;9.1%;;;;;;;;;;;;;;;;;
;;22000;Computers In Art;202610;Fall 2025;001;14666;Hitselberger, Brian J.;64.3%;14.3%;;;;;7.1%;;7.1%;7.1%;;;;;;;;;;;;;;
;;22600;History Of Art To 1400;202610;Fall 2025;001;15434;Woodward, Elizabeth J.;26.4%;17.6%;14.3%;;11.0%;2.2%;11.0%;4.4%;3.3%;4.4%;;;1.1%;;2.2%;;;;;;;;2.2%;
;;;;;;002;23220;Woodward, Elizabeth J.;20.0%;10.0%;5.0%;;15.0%;5.0%;5.0%;10.0%;;;;;5.0%;;5.0%;;;;;;;;20.0%;
;;;History Of Art To 1400-Honors;202610;Fall 2025;001;15434;Woodward, Elizabeth J.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;22700;Hist Of Art Since 1400;202610;Fall 2025;001;11506;Brandt, Allie K.;10.3%;7.8%;75.0%;;1.7%;;1.7%;;0.9%;0.9%;;;;;0.9%;;;;;;;;0.9%;
;;22800;VCD Computing I;202610;Fall 2025;002;48767;Safari, Golnaz;30.8%;15.4%;;;7.7%;7.7%;15.4%;7.7%;7.7%;;;;;;;;;;;;;;7.7%;
;;23000;Interior Design I;202610;Fall 2025;002;67425;In, Yong Kyung;21.4%;28.6%;;;28.6%;7.1%;;7.1%;;;;;;;;7.1%;;;;;;;;
;;;;;;003;13064;In, Yong Kyung;20.0%;26.7%;;;20.0%;;20.0%;6.7%;;;;;;;;;;;;;;;6.7%;
;;;;;;004;32413;In, Yong Kyung;15.4%;23.1%;;;15.4%;15.4%;;15.4%;7.7%;;;;;;;;;;;;;;7.7%;
;;23300;Electronic Media Studio;202610;Fall 2025;001;62874;Song, So Young;17.6%;23.5%;;;5.9%;;23.5%;11.8%;5.9%;5.9%;;;;;5.9%;;;;;;;;;
;;;;;;002;11926;Mcmullen, Shannon C.;31.3%;31.3%;;;6.3%;;6.3%;;6.3%;6.3%;;;6.3%;;6.3%;;;;;;;;;
;;;;;;003;23079;Mcmullen, Shannon C.;25.0%;12.5%;12.5%;;18.8%;12.5%;6.3%;;6.3%;6.3%;;;;;;;;;;;;;;
;;24000;Int Draft & Draw;202610;Fall 2025;003;13069;Bolisetty, Lochana;41.7%;8.3%;;;8.3%;8.3%;8.3%;8.3%;;;;;;;;8.3%;;;;;;;8.3%;
;;;;;;004;13070;Bulow, Hannah K.;20.0%;13.3%;;;40.0%;13.3%;6.7%;;6.7%;;;;;;;;;;;;;;;
;;;;;;006;32418;Bulow, Hannah K.;26.7%;33.3%;;;20.0%;;6.7%;6.7%;;;;;;;;;;;;;;;6.7%;
;;24200;Ceramics I;202610;Fall 2025;001;10264;Peterson, Jessica M.;30.8%;15.4%;7.7%;;;;30.8%;;;7.7%;;;7.7%;;;;;;;;;;;
;;;;;;002;10263;Peterson, Jessica M.;33.3%;20.0%;20.0%;;;;13.3%;;;;;;;;;;;;;;;;13.3%;
;;;;;;003;10265;Peterson, Julia M.;50.0%;8.3%;;;;;8.3%;;;;;8.3%;;;8.3%;;;;;;;;16.7%;
;;;;;;004;26602;Zahner, Sigrid K.;8.3%;25.0%;25.0%;;;;33.3%;;;;;;;;;;;;;;;;8.3%;
;;24600;Design Drawing II;202610;Fall 2025;004;17474;Zhou, Shankun;18.8%;31.3%;18.8%;;6.3%;;12.5%;;;;;;;;12.5%;;;;;;;;;
;;;;;;005;17475;Cha, Andrew J.;70.6%;11.8%;11.8%;;;5.9%;;;;;;;;;;;;;;;;;;
;;;;;;006;17482;Zhou, Shankun;29.4%;35.3%;29.4%;;5.9%;;;;;;;;;;;;;;;;;;;
;;25100;History Of Photo I;202610;Fall 2025;001;11947;Dean, Katherine E.;36.8%;5.3%;31.6%;;;5.3%;10.5%;;5.3%;5.3%;;;;;;;;;;;;;;
;;25500;Art Appreciation;202610;Fall 2025;005;10051;Brandt, Allie K.;21.4%;10.7%;48.2%;;1.8%;3.6%;5.4%;1.8%;5.4%;1.8%;;;;;;;;;;;;;;
;;;;;;006;26589;Sanz Giraldo, Laura Lucia;48.8%;22.0%;;;7.3%;4.9%;2.4%;4.9%;;;;;;;;;;;;;;;9.8%;
;;;;;;007;26592;Brown, Desirae R.;40.0%;25.0%;;;10.0%;2.5%;7.5%;;;5.0%;2.5%;2.5%;5.0%;;;;;;;;;;;
;;26200;Jewelry & Metalwork I;202610;Fall 2025;001;10277;Mohl, Jessica S.;42.9%;28.6%;;;7.1%;7.1%;7.1%;;7.1%;;;;;;;;;;;;;;;
;;;;;;002;10278;Mohl, Jessica S.;42.9%;42.9%;;;7.1%;;7.1%;;;;;;;;;;;;;;;;;
;;26500;Relief Printmaking;202610;Fall 2025;001;16095;Jung, Hoijin;41.7%;16.7%;;;8.3%;8.3%;8.3%;8.3%;;8.3%;;;;;;;;;;;;;;
;;26600;Silkscreen Printmaking;202610;Fall 2025;004;12741;Scheuer, Jennifer;36.4%;9.1%;27.3%;;9.1%;9.1%;;;;;;;;;;9.1%;;;;;;;;
;;27500;Beginning Sculpture;202610;Fall 2025;001;12746;Peterson, Jessica M.;38.5%;7.7%;30.8%;;;;7.7%;;;;;;;;7.7%;;;;;;;;7.7%;
;;30200;Theory Prac El Sc Art;202610;Fall 2025;003;14803;Sabol, Frank R.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Theory Prac El Sc Art-Honors;202610;Fall 2025;003;14803;Sabol, Frank R.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;30500;Industrial Design I;202610;Fall 2025;001;10289;Tarling, Marc N.;42.9%;35.7%;;;7.1%;;14.3%;;;;;;;;;;;;;;;;;
;;;;;;002;17489;Tarling, Marc N.;38.5%;30.8%;7.7%;;;;23.1%;;;;;;;;;;;;;;;;;
;;31100;Ancient Greek Art;202610;Fall 2025;001;17292;Barnes, Katharine;21.2%;27.3%;9.1%;;12.1%;9.1%;12.1%;;3.0%;;;;;;;;;;;;;;6.1%;
;;31500;Design Methodology;202610;Fall 2025;001;10292;Kim, Tong J.;53.8%;23.1%;15.4%;;;;7.7%;;;;;;;;;;;;;;;;;
;;;;;;002;17510;Kim, Tong J.;69.2%;15.4%;7.7%;;;7.7%;;;;;;;;;;;;;;;;;;
;;31800;Fnd Inter Multimed Dsg;202610;Fall 2025;001;10293;Bendito, Petronio A.;36.4%;18.2%;27.3%;;9.1%;;9.1%;;;;;;;;;;;;;;;;;
;;33000;Interior Design III;202610;Fall 2025;002;12509;Bittner, Laura E.;35.3%;52.9%;;;5.9%;;5.9%;;;;;;;;;;;;;;;;;
;;;;;;003;12748;Bittner, Laura E.;43.8%;31.3%;;;6.3%;;18.8%;;;;;;;;;;;;;;;;;
;;33200;Visual Commun Design I;202610;Fall 2025;001;10302;Deal, James David;54.5%;;45.5%;;;;;;;;;;;;;;;;;;;;;
;;33800;Adv Interior Design Com;202610;Fall 2025;001;13468;Bulow, Hannah K.;33.3%;11.1%;;;27.8%;5.6%;22.2%;;;;;;;;;;;;;;;;;
;;;;;;003;13474;Bulow, Hannah K.;20.0%;33.3%;;;33.3%;6.7%;6.7%;;;;;;;;;;;;;;;;;
;;33900;Women Artists;202610;Fall 2025;001;23555;Dossin, Catherine;26.5%;29.4%;8.8%;;8.8%;5.9%;14.7%;;;2.9%;;;2.9%;;;;;;;;;;;
;;34700;Lighting Interior Environments;202610;Fall 2025;001;14205;Bittner, Laura E.;9.1%;36.4%;;;27.3%;18.2%;9.1%;;;;;;;;;;;;;;;;;
;;34900;Motion Design;202610;Fall 2025;001;23298;Kim, Do Gyun;7.7%;15.4%;23.1%;;15.4%;;38.5%;;;;;;;;;;;;;;;;;
;;35900;Medieval Europe Art;202610;Fall 2025;001;15176;Woodward, Elizabeth J.;21.4%;7.1%;7.1%;;21.4%;7.1%;;;;14.3%;;;7.1%;;14.3%;;;;;;;;;
;;36101;The Constructed Image;202610;Fall 2025;001;17741;Craven, Eli J.;38.5%;;46.2%;;7.7%;;7.7%;;;;;;;;;;;;;;;;;
;;38300;Modern Art;202610;Fall 2025;001;10308;Dossin, Catherine;3.8%;15.1%;7.5%;;11.3%;20.8%;11.3%;5.7%;11.3%;9.4%;;;;;3.8%;;;;;;;;;
;;39100;History Of Chinese Art;202610;Fall 2025;001;21850;Wang, Chi-Ying A.;33.3%;20.0%;;;6.7%;;6.7%;13.3%;6.7%;;;;;;6.7%;;;;;;;;6.7%;
;;39500;History Of Design;202610;Fall 2025;001;10309;Kaufmann-Buhler, Jennifer B.;23.6%;19.4%;1.4%;;12.5%;8.3%;18.1%;2.8%;4.2%;5.6%;;1.4%;;;2.8%;;;;;;;;;
;;39700;Sustainability Built Envirnmnt;202610;Fall 2025;001;38946;Ebbini, Genell W.;60.6%;21.2%;;;9.1%;;9.1%;;;;;;;;;;;;;;;;;
;;40500;Industrial Design III;202610;Fall 2025;003;27156;Visser, Steve C.;23.1%;30.8%;7.7%;;15.4%;7.7%;15.4%;;;;;;;;;;;;;;;;;
;;41500;Professional Techniqes;202610;Fall 2025;001;10312;Sohn, Jung J.;31.8%;50.0%;18.2%;;;;;;;;;;;;;;;;;;;;;
;;43000;Interior Design V;202610;Fall 2025;002;14662;Young, Barbara L.;13.3%;20.0%;;;13.3%;;40.0%;6.7%;;6.7%;;;;;;;;;;;;;;
;;43100;Visual Comm Design III;202610;Fall 2025;001;10316;Deal, James David;93.8%;6.3%;;;;;;;;;;;;;;;;;;;;;;
;;;;;;002;10317;Zhang, Li;66.7%;8.3%;;;8.3%;;16.7%;;;;;;;;;;;;;;;;;
;;43400;VCD Profession Practice;202610;Fall 2025;001;13085;Deal, James David;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;47800;Intern Art And Design;202610;Fall 2025;001;10322;Instructor, Off Campus;82.0%;18.0%;;;;;;;;;;;;;;;;;;;;;;
;;53200;Cognition In Design;202610;Fall 2025;001;29701;Feng, Anran;53.8%;30.8%;7.7%;;;;7.7%;;;;;;;;;;;;;;;;;
AFT;AFT-Aerospace Studies;11000;Heritage And Values I;202610;Fall 2025;001;10499;Wanner, Chad W.;88.5%;;;;;;;;;;;;;;;;;;;;;;11.5%;
;;;;;;003;10501;Wanner, Chad W.;82.4%;;;;;;2.9%;;;;;;;;2.9%;;;;;;;;11.8%;
;;20220;Air Force ROTC Lead Lab;202610;Fall 2025;001;23927;Goodner, Allison N.;89.5%;;;;;;;;;;;;;;1.9%;;;;;;;;8.6%;
;;23000;Team & Ldrshp Fund I;202610;Fall 2025;003;16771;Goodner, Allison N.;89.5%;5.3%;;;;;;;;;;;;;;;;;;;;;5.3%;
;;;;;;004;16772;Goodner, Allison N.;80.0%;;;;;;;;;;;;;;8.0%;;;;;;;;12.0%;
;;35100;Leading Ppl & Effect Comm I;202610;Fall 2025;002;10509;Mcarthur, Paul G.;89.5%;;;;5.3%;;;;;;;;;;;;;;;;;;5.3%;
;;;;;;003;16767;Mcarthur, Paul G.;87.0%;4.3%;4.3%;;;;4.3%;;;;;;;;;;;;;;;;;
;;40220;Air Force ROTC Lead Lab;202610;Fall 2025;001;23929;Goodner, Allison N.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;47100;Natl Sec Commission Prep I;202610;Fall 2025;001;10512;Wild, Jason;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;003;16765;Wild, Jason;92.3%;3.8%;;;;;3.8%;;;;;;;;;;;;;;;;;
AGEC;AGEC-Agricultural Economics;20201;Intro To Data Analytics AGBS;202610;Fall 2025;001;16168;Tchuente Nguembu, Guy;19.3%;16.5%;23.9%;;10.1%;7.3%;8.3%;3.7%;0.9%;4.6%;;0.9%;;;0.9%;;;;;;;;3.7%;
;;;Intro To Data Analytics-Honors;202610;Fall 2025;001;16168;Tchuente Nguembu, Guy;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;20300;Microecon Food & Agbus;202610;Fall 2025;001;61752;Byrd, Elizabeth S.;39.5%;17.5%;11.3%;;7.9%;3.4%;7.3%;2.8%;1.7%;2.8%;1.1%;1.7%;1.1%;;1.1%;;;;;;;;0.6%;
;;;;;;008;17532;Kuethe, Todd H.;16.5%;13.6%;16.5%;;15.5%;6.8%;14.6%;2.9%;;7.8%;1.9%;;1.0%;;1.9%;;;;;;;;1.0%;
;;;Microecon Food & Agbus-Honors;202610;Fall 2025;001;61752;Byrd, Elizabeth S.;66.7%;;33.3%;;;;;;;;;;;;;;;;;;;;;
;;;;;;008;17532;Kuethe, Todd H.;;;;;;;;;;;;;;;;;;;;;;;100.0%;
;;21700;Economics;202610;Fall 2025;001;10520;Moss, Leeann E.;33.9%;12.2%;37.8%;;4.0%;0.8%;5.6%;0.8%;0.8%;1.9%;;;;;1.6%;;;;;;;;0.8%;
;;;;;;Y01;53420;Moss, Leeann E.;32.6%;11.0%;37.2%;;6.0%;1.2%;6.8%;1.0%;;1.2%;0.4%;;;;1.0%;;;;;;;;1.7%;
;;;Economics-Honors;202610;Fall 2025;001;10520;Moss, Leeann E.;;9.1%;81.8%;;;;;;;;;;;;;;;9.1%;;;;;;
;;;;;;Y01;53420;Moss, Leeann E.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;22000;Econ Of Agricultural Markets;202610;Fall 2025;001;10523;Kilders, Valerie;20.8%;22.1%;13.0%;;14.3%;3.9%;14.3%;;2.6%;2.6%;2.6%;1.3%;;;1.3%;;;;;;;;1.3%;
;;26000;Mentoring Leadership;202610;Fall 2025;001;50861;Oppy, Andrew E.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;29600;Discovering Agribusiness Comm;202610;Fall 2025;001;30225;Strong, Christine B.;29.4%;;47.1%;;11.8%;;;;;5.9%;;;;;;;;;;;;;5.9%;
;;29800;Careers In Agribusiness;202610;Fall 2025;001;66881;Akridge, Jay T.;45.5%;;31.8%;;12.5%;;;5.7%;;;2.3%;;;;2.3%;;;;;;;;;
;;30500;Agricultural Prices;202610;Fall 2025;002;59043;Foster, Kenneth A.;22.2%;19.4%;13.9%;;8.3%;2.8%;8.3%;11.1%;2.8%;2.8%;2.8%;;;;;;;;;;;;5.6%;
;;32100;Principles Commodity Marketing;202610;Fall 2025;001;10536;Mallory, Mindy L.;12.7%;17.5%;60.3%;;3.2%;;;3.2%;1.6%;1.6%;;;;;;;;;;;;;;
;;32700;Prin Of Food & Agribus Mrkt;202610;Fall 2025;001;11996;Katare, Bhagyashree;28.1%;24.8%;;;14.9%;6.6%;19.0%;1.7%;;3.3%;0.8%;;;;;;;;;;;;0.8%;
;;33000;Mgmt Methods Agr Bus;202610;Fall 2025;001;10537;Byrd, Elizabeth S.;34.5%;11.5%;33.6%;;6.2%;1.8%;7.1%;;0.9%;1.8%;1.8%;;;;0.9%;;;;;;;;;
;;;Mgmt Methods Agr Bus-Honors;202610;Fall 2025;001;10537;Byrd, Elizabeth S.;50.0%;;50.0%;;;;;;;;;;;;;;;;;;;;;
;;33100;Prin Of Industrial Selling;202610;Fall 2025;001;10538;Cochran, Amy L.;6.0%;8.6%;;;20.5%;11.9%;17.2%;9.3%;2.0%;7.9%;;1.3%;1.3%;;2.6%;;;;;;;;11.3%;
;;34000;Intl Econ Development;202610;Fall 2025;001;17139;Ricker-Gilbert, Jacob E.;12.7%;12.7%;15.9%;;12.7%;9.5%;9.5%;3.2%;1.6%;4.8%;;;1.6%;;1.6%;;;11.1%;;;;;3.2%;
;;;Intl Econ Development-Honors;202610;Fall 2025;001;17139;Ricker-Gilbert, Jacob E.;;;;;;;100.0%;;;;;;;;;;;;;;;;;
;;35200;Tech For Firm Decision;202610;Fall 2025;005;11072;Pastor, Daniel J.;37.0%;27.2%;;;13.6%;1.2%;14.8%;2.5%;;1.2%;1.2%;;;;;;;;;;;;1.2%;
;;40600;Nat Res & Envir Econ;202610;Fall 2025;001;10543;Pastor, Daniel J.;20.2%;16.7%;17.9%;;10.7%;2.4%;13.1%;7.1%;;2.4%;1.2%;;3.6%;;1.2%;;;1.2%;;;;;2.4%;
;;41100;Farm Management;202610;Fall 2025;001;10544;Fiechter, Chad M.;83.1%;;;;4.5%;;6.7%;4.5%;;;;;;;;;;;;;;;1.1%;
;;42400;Finan Mgt Agr Bus;202610;Fall 2025;001;10547;Byrd, Elizabeth S.;43.0%;27.8%;3.8%;;10.1%;1.3%;8.9%;1.3%;1.3%;;;;1.3%;;;;;;;;;;1.3%;
;;43000;Agr&Food Bus Strategy;202610;Fall 2025;001;10235;Moss, Leeann E.;45.2%;19.0%;11.9%;;11.9%;;4.8%;;;2.4%;;;4.8%;;;;;;;;;;;
;;43100;Adv Ind Sales And Marketing;202610;Fall 2025;001;53421;Cochran, Amy L.;67.7%;19.4%;;;;;9.7%;;;;;;;;;;;;;;;;3.2%;
;;45500;Agricultural Law;202610;Fall 2025;001;12068;Armstrong, Candace D.;26.3%;10.5%;54.4%;;;;5.3%;3.5%;;;;;;;;;;;;;;;;
;;49800;Agribusiness Entrepreneurship;202610;Fall 2025;001;19083;Malone, Donald J.;90.9%;;;;;;;;;;;;;;;;4.5%;;;;;;4.5%;
;;52500;Environmtl Policy Anly;202610;Fall 2025;002;11794;Sesmero, Juan P.;25.0%;25.0%;6.3%;;12.5%;6.3%;15.6%;3.1%;;3.1%;;;;;;3.1%;;;;;;;;
;;65400;Economic Dynamics;202610;Fall 2025;001;62806;Sesmero, Juan P.;16.7%;58.3%;16.7%;;;;8.3%;;;;;;;;;;;;;;;;;
AGR;AGR-Agriculture;10100;Intd To Agr And Purdue;202610;Fall 2025;001;12035;Kerr, Timothy P.;71.4%;;;;22.5%;;;3.6%;;;0.7%;;;;1.4%;;;;;;;;0.4%;
;;;;;;002;13920;Kerr, Timothy P.;62.0%;;;;28.7%;;;6.2%;;;1.9%;;;;1.2%;;;;;;;;;
;;10700;Pathway To Purdue;202610;Fall 2025;001;19178;Nelson, Russell C.;60.9%;;;;17.4%;;;17.4%;;;4.3%;;;;;;;;;;;;;
;;11100;Intro To ABE Programs;202610;Fall 2025;001;36231;Greulach, Samantha L.;22.7%;4.5%;45.5%;;4.5%;9.1%;4.5%;;4.5%;4.5%;;;;;;;;;;;;;;
;;11200;Intro To AGEC Programs;202610;Fall 2025;SC1;36232;Oppy, Andrew E.;12.5%;7.8%;78.1%;;;;;1.6%;;;;;;;;;;;;;;;;
;;11300;Intro To AGRY Programs;202610;Fall 2025;001;36233;Schweitzer, Lee E.;91.3%;;;;;;;4.3%;;;;;;;;;;;;;;;4.3%;
;;11400;Intro To ANSC Programs;202610;Fall 2025;004;36237;York, Ashley R.;56.3%;18.2%;;;2.6%;5.7%;7.8%;2.6%;2.1%;2.1%;;0.5%;0.5%;;1.6%;;;;;;;;;
;;11500;Intro To BCHM Programs;202610;Fall 2025;002;11224;Fornes, Heidi M.;86.2%;10.3%;;;3.4%;;;;;;;;;;;;;;;;;;;
;;11700;Intro To ENTM Programs;202610;Fall 2025;001;36240;Cameron, Stephen L.;88.2%;;;;5.9%;;;5.9%;;;;;;;;;;;;;;;;
;;11800;Intro To FS Programs;202610;Fall 2025;001;36241;Simsek, Senay;20.7%;3.4%;72.4%;;;;;3.4%;;;;;;;;;;;;;;;;
;;11900;Intro To FNR Programs;202610;Fall 2025;001;36242;Flaherty, Elizabeth A.;27.1%;4.2%;47.9%;;2.1%;6.3%;;;;6.3%;4.2%;;2.1%;;;;;;;;;;;
;;12000;Intro To HLA Programs;202610;Fall 2025;002;33387;Beck, MacOn A.;4.0%;16.0%;56.0%;;4.0%;8.0%;4.0%;;8.0%;;;;;;;;;;;;;;;
;;12100;Intro To ASEC Programs;202610;Fall 2025;003;54527;Conrad, Amy K.;;;95.7%;;;;;;;4.3%;;;;;;;;;;;;;;
;;12200;Intro To NRES Programs;202610;Fall 2025;001;36246;Shee, Christie N.;9.7%;6.5%;61.3%;;;6.5%;3.2%;;6.5%;;;;3.2%;;3.2%;;;;;;;;;
;;12400;Intro To PRMD Programs;202610;Fall 2025;001;17160;Harris, Carrie J.;77.8%;;;;14.8%;;;3.7%;;;3.7%;;;;;;;;;;;;;
;;12500;Introduction To Plant Science;202610;Fall 2025;001;19404;Anderson, Joseph M.;64.3%;;;;21.4%;;;;;;14.3%;;;;;;;;;;;;;
;;15000;Woman In Agriculture I;202610;Fall 2025;LC3;27661;Deering, Amanda J.;80.9%;;;;10.6%;;;4.3%;;;;;;;2.1%;;;;;;;;2.1%;
;;20100;Com Across Culture;202610;Fall 2025;001;10674;Morris, Pamala V.;40.7%;3.4%;38.1%;;5.9%;;6.8%;;;2.5%;;;;;;;;;;;;;2.5%;
;;;;;;Y01;54639;Morris, Pamala V.;51.9%;9.6%;5.8%;;7.7%;5.8%;13.5%;1.9%;;1.9%;;;;;;;;;;;;;1.9%;
;;;Com Across Culture-Honors;202610;Fall 2025;001;10674;Morris, Pamala V.;;;100.0%;;;;;;;;;;;;;;;;;;;;;
;;20500;Dean's Scholars Seminar-Honors;202610;Fall 2025;LC1;23977;Powers, Alyssa A.;97.6%;;;;;;;;;;2.4%;;;;;;;;;;;;;
;;29000;Intro To Ag Lead Pro;202610;Fall 2025;001;13396;Wilson, Christine A.;79.2%;;;;16.7%;;;;;;;;;;4.2%;;;;;;;;;
;;49000;Adv Agricultural Leadership;202610;Fall 2025;001;26628;Akridge, Jay T.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
;;;Gateways To Graduate School;202610;Fall 2025;002;21848;Cronin, Janelle A.;100.0%;;;;;;;;;;;;;;;;;;;;;;;
AGRY;AGRY-Agronomy;10500;Crop Production;202610;Fall 2025;001;10683;Gerber, Corey K.;43.3%;;;;36.7%;;;11.7%;;;;;;;1.7%;;;3.3%;;;;;3.3%;
;;;Crop Production-Honors;202610;Fall 2025;001;10683;Gerber, Corey K.;33.3%;;;;;;;33.3%;;;;;;;;;;;;;;;33.3%;
;;12500;Environmental Scienc & Conserv;202610;Fall 2025;001;12188;Ruhl, Patrick J.;21.2%;9.1%;3.0%;;9.1%;9.1%;15.2%;3.0%;6.1%;9.1%;3.0%;;3.0%;;3.0%;;;;;;;;6.1%;
;;15500;Intd Soil Morphology;202610;Fall 2025;001;10699;Bradford, Jeffrey T.;90.9%;;;;;;;;;;;;;;9.1%;;;;;;;;;
;;25500;Soil Science;202610;Fall 2025;013;10735;Paltseva, Anna A.;24.3%;;;1.4%;24.3%;;5.7%;17.1%;;2.9%;10.0%;;5.7%;;4.3%;;;;;;;;4.3%;
;;;;;;056;21967;Paltseva, Anna A.;38.3%;;;;27.2%;;6.2%;9.9%;;6.2%;4.9%;;2.5%;;2.5%;;;;;;;;2.5%;
